q,d,d,d,q,d,q,d,d,d,d,d,d,q,q,q,q,q,d,d,d,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,d,d,d,q,q,q,q,d
32926,TableScan_Group,1434724,40000000,128000000,30,2,false,inial,true,true,true,false,90000000,false,true,1000,true,false,true,true,2,4,130,10,15,.5,.95,.2,.5,.4,1000,.25,50,40,3,2,1408,1408,1152,1,false,true,BLOCK,1015
19948,TableScan_Select,566703,40000000,128000000,1,2,false,inial,true,true,true,false,90000000,false,true,1000,true,false,true,true,2,4,130,10,15,.5,.95,.2,.5,.4,1000,.25,50,40,3,2,1408,1408,1152,1,false,true,BLOCK,1015
397.339,5
75074,TableScan_Join,38235000,40000000,384000000,14,3,false,ore,true,true,true,false,70000000,true,false,700,true,true,false,true,6,12,110,10,15,.9,.75,.5,.7,.3,1900,.95,90,60,4,1,1664,1792,1536,1,true,false,RECORD,845
214465,TableScan_Join,168560989,40000000,384000000,14,3,false,ore,true,true,true,false,70000000,true,false,700,true,true,false,true,6,12,110,10,15,.9,.75,.5,.7,.3,1900,.95,90,60,4,1,1664,1792,1536,1,true,false,RECORD,845
23659,TableScan_Group,1499110,40000000,384000000,14,3,false,ore,true,true,true,false,70000000,true,false,700,true,true,false,true,6,12,110,10,15,.9,.75,.5,.7,.3,1900,.95,90,60,4,1,1664,1792,1536,1,true,false,RECORD,845
23125,TableScan_Group,1365767,40000000,384000000,14,3,false,ore,true,true,true,false,70000000,true,false,700,true,true,false,true,6,12,110,10,15,.9,.75,.5,.7,.3,1900,.95,90,60,4,1,1664,1792,1536,1,true,false,RECORD,845
16780,TableScan_Select,566703,40000000,384000000,1,3,false,ore,true,true,true,false,70000000,true,false,700,true,true,false,true,6,12,110,10,15,.9,.75,.5,.7,.3,1900,.95,90,60,4,1,1664,1792,1536,1,true,false,RECORD,845
151.078,4
34233,TableScan_Join,3830000,4000000,384000000,18,4,false,inial,true,true,false,false,20000000,true,true,800,true,false,false,true,6,2,120,70,20,1.0,.80,.4,.9,.4,1500,.30,80,40,4,4,1536,1792,1024,1,false,true,BLOCK,737
42454,TableScan_Join,16846358,4000000,384000000,18,4,false,inial,true,true,false,false,20000000,true,true,800,true,false,false,true,6,2,120,70,20,1.0,.80,.4,.9,.4,1500,.30,80,40,4,4,1536,1792,1024,1,false,true,BLOCK,737
22838,TableScan_Group,150607,4000000,384000000,18,4,false,inial,true,true,false,false,20000000,true,true,800,true,false,false,true,6,2,120,70,20,1.0,.80,.4,.9,.4,1500,.30,80,40,4,4,1536,1792,1024,1,false,true,BLOCK,737
15696,TableScan_Select,57114,4000000,384000000,1,4,false,inial,true,true,false,false,20000000,true,true,800,true,false,false,true,6,2,120,70,20,1.0,.80,.4,.9,.4,1500,.30,80,40,4,4,1536,1792,1024,1,false,true,BLOCK,737
211.508,5
59084,TableScan_Join,7650000,8000000,320000000,11,4,true,none,true,true,true,false,60000000,false,false,600,false,true,true,true,12,10,140,40,20,1.0,.65,.3,.8,.5,600,0,90,50,1,1,1792,1792,1792,2,true,true,RECORD,490
62776,TableScan_Join,33686779,8000000,320000000,11,4,true,none,true,true,true,false,60000000,false,false,600,false,true,true,true,12,10,140,40,20,1.0,.65,.3,.8,.5,600,0,90,50,1,1,1792,1792,1792,2,true,true,RECORD,490
16602,TableScan_Group,114051,8000000,320000000,11,4,true,none,true,true,true,false,60000000,false,false,600,false,true,true,true,12,10,140,40,20,1.0,.65,.3,.8,.5,600,0,90,50,1,1,1792,1792,1792,2,true,true,RECORD,490
17317,TableScan_Group,114051,8000000,320000000,11,4,true,none,true,true,true,false,60000000,false,false,600,false,true,true,true,12,10,140,40,20,1.0,.65,.3,.8,.5,600,0,90,50,1,1,1792,1792,1792,2,true,true,RECORD,490
12657,TableScan_Select,114051,8000000,320000000,1,4,true,none,true,true,true,false,60000000,false,false,600,false,true,true,true,12,10,140,40,20,1.0,.65,.3,.8,.5,600,0,90,50,1,1,1792,1792,1792,2,true,true,RECORD,490
299.449,4
72988,TableScan_Join,19110000,20000000,512000000,31,2,true,none,true,true,false,false,70000000,true,true,500,false,true,true,false,8,8,110,70,5,.8,.50,.4,.9,.3,1300,.45,10,40,3,2,1408,1920,1280,2,true,false,BLOCK,899
136141,TableScan_Join,84260100,20000000,512000000,31,2,true,none,true,true,false,false,70000000,true,true,500,false,true,true,false,8,8,110,70,5,.8,.50,.4,.9,.3,1300,.45,10,40,3,2,1408,1920,1280,2,true,false,BLOCK,899
32555,TableScan_Group,284147,20000000,512000000,31,2,true,none,true,true,false,false,70000000,true,true,500,false,true,true,false,8,8,110,70,5,.8,.50,.4,.9,.3,1300,.45,10,40,3,2,1408,1920,1280,2,true,false,BLOCK,899
18803,TableScan_Select,284147,20000000,512000000,1,2,true,none,true,true,false,false,70000000,true,true,500,false,true,true,false,8,8,110,70,5,.8,.50,.4,.9,.3,1300,.45,10,40,3,2,1408,1920,1280,2,true,false,BLOCK,899
230.979,3
69599,TableScan_Join,7650000,8000000,256000000,4,4,true,ore,true,true,false,true,80000000,false,true,800,true,true,true,false,12,12,140,20,15,.9,1.00,.3,.8,.2,1700,.80,90,40,4,4,2048,1920,1280,4,true,false,RECORD,966
91607,TableScan_Join,33686779,8000000,256000000,4,4,true,ore,true,true,false,true,80000000,false,true,800,true,true,true,false,12,12,140,20,15,.9,1.00,.3,.8,.2,1700,.80,90,40,4,4,2048,1920,1280,4,true,false,RECORD,966
15758,TableScan_Group,114051,8000000,256000000,4,4,true,ore,true,true,false,true,80000000,false,true,800,true,true,true,false,12,12,140,20,15,.9,1.00,.3,.8,.2,1700,.80,90,40,4,4,2048,1920,1280,4,true,false,RECORD,966
297.65,4
45338,TableScan_Join,38235000,40000000,512000000,19,3,true,none,false,true,false,true,70000000,true,false,1000,false,true,false,true,12,8,140,100,5,.7,.50,.2,.8,.4,500,.05,60,60,4,1,2048,1280,1152,2,false,false,BLOCK,611
166593,TableScan_Join,168560989,40000000,512000000,19,3,true,none,false,true,false,true,70000000,true,false,1000,false,true,false,true,12,8,140,100,5,.7,.50,.2,.8,.4,500,.05,60,60,4,1,2048,1280,1152,2,false,false,BLOCK,611
24918,TableScan_Group,566703,40000000,512000000,19,3,true,none,false,true,false,true,70000000,true,false,1000,false,true,false,true,12,8,140,100,5,.7,.50,.2,.8,.4,500,.05,60,60,4,1,2048,1280,1152,2,false,false,BLOCK,611
16054,TableScan_Select,566703,40000000,512000000,1,3,true,none,false,true,false,true,70000000,true,false,1000,false,true,false,true,12,8,140,100,5,.7,.50,.2,.8,.4,500,.05,60,60,4,1,2048,1280,1152,2,false,false,BLOCK,611
171.438,5
35855,TableScan_Join,7650000,8000000,192000000,5,2,false,ore,false,true,true,false,30000000,true,false,1000,true,false,false,false,4,8,110,30,20,.7,.50,.3,.6,.5,500,.60,20,40,4,1,1280,1792,1664,1,false,false,BLOCK,243
44469,TableScan_Join,33686779,8000000,192000000,5,2,false,ore,false,true,true,false,30000000,true,false,1000,true,false,false,false,4,8,110,30,20,.7,.50,.3,.6,.5,500,.60,20,40,4,1,1280,1792,1664,1,false,false,BLOCK,243
16330,TableScan_Group,301828,8000000,192000000,5,2,false,ore,false,true,true,false,30000000,true,false,1000,true,false,false,false,4,8,110,30,20,.7,.50,.3,.6,.5,500,.60,20,40,4,1,1280,1792,1664,1,false,false,BLOCK,243
16258,TableScan_Group,234546,8000000,192000000,5,2,false,ore,false,true,true,false,30000000,true,false,1000,true,false,false,false,4,8,110,30,20,.7,.50,.3,.6,.5,500,.60,20,40,4,1,1280,1792,1664,1,false,false,BLOCK,243
12629,TableScan_Select,114051,8000000,192000000,1,2,false,ore,false,true,true,false,30000000,true,false,1000,true,false,false,false,4,8,110,30,20,.7,.50,.3,.6,.5,500,.60,20,40,4,1,1280,1792,1664,1,false,false,BLOCK,243
235.361,5
63047,TableScan_Join,7650000,8000000,128000000,13,1,false,none,true,false,true,false,90000000,true,true,800,true,true,true,true,10,10,150,20,10,.5,.65,.4,.5,.1,1000,.40,50,60,1,3,1536,1280,1408,3,true,false,RECORD,487
67977,TableScan_Join,33686779,8000000,128000000,13,1,false,none,true,false,true,false,90000000,true,true,800,true,true,true,true,10,10,150,20,10,.5,.65,.4,.5,.1,1000,.40,50,60,1,3,1536,1280,1408,3,true,false,RECORD,487
22502,TableScan_Group,301828,8000000,128000000,13,1,false,none,true,false,true,false,90000000,true,true,800,true,true,true,true,10,10,150,20,10,.5,.65,.4,.5,.1,1000,.40,50,60,1,3,1536,1280,1408,3,true,false,RECORD,487
21432,TableScan_Group,272921,8000000,128000000,13,1,false,none,true,false,true,false,90000000,true,true,800,true,true,true,true,10,10,150,20,10,.5,.65,.4,.5,.1,1000,.40,50,60,1,3,1536,1280,1408,3,true,false,RECORD,487
14858,TableScan_Select,114051,8000000,128000000,1,1,false,none,true,false,true,false,90000000,true,true,800,true,true,true,true,10,10,150,20,10,.5,.65,.4,.5,.1,1000,.40,50,60,1,3,1536,1280,1408,3,true,false,RECORD,487
285.435,5
72432,TableScan_Join,7650000,8000000,128000000,32,2,false,ore,false,true,true,false,80000000,false,false,900,true,false,false,true,2,8,110,60,5,.7,.70,.2,.5,.1,600,.35,60,60,4,4,1792,2048,1536,4,true,true,BLOCK,241
84493,TableScan_Join,33686779,8000000,128000000,32,2,false,ore,false,true,true,false,80000000,false,false,900,true,false,false,true,2,8,110,60,5,.7,.70,.2,.5,.1,600,.35,60,60,4,4,1792,2048,1536,4,true,true,BLOCK,241
33742,TableScan_Group,301828,8000000,128000000,32,2,false,ore,false,true,true,false,80000000,false,false,900,true,false,false,true,2,8,110,60,5,.7,.70,.2,.5,.1,600,.35,60,60,4,4,1792,2048,1536,4,true,true,BLOCK,241
33701,TableScan_Group,289734,8000000,128000000,32,2,false,ore,false,true,true,false,80000000,false,false,900,true,false,false,true,2,8,110,60,5,.7,.70,.2,.5,.1,600,.35,60,60,4,4,1792,2048,1536,4,true,true,BLOCK,241
18912,TableScan_Select,114051,8000000,128000000,1,2,false,ore,false,true,true,false,80000000,false,false,900,true,false,false,true,2,8,110,60,5,.7,.70,.2,.5,.1,600,.35,60,60,4,4,1792,2048,1536,4,true,true,BLOCK,241
178.402,4
13424,TableScan_None,7340000,8000000,192000000,0,4,true,inial,false,false,false,true,90000000,false,false,1000,false,false,false,false,4,6,130,80,5,.9,.85,.2,.5,.7,900,.05,10,50,1,1,1536,1792,1408,4,true,false,BLOCK,252
66816,TableScan_Join,33686779,8000000,192000000,19,4,true,inial,false,false,false,true,90000000,false,false,1000,false,false,false,false,4,6,130,80,5,.9,.85,.2,.5,.7,900,.05,10,50,1,1,1536,1792,1408,4,true,false,BLOCK,252
24066,TableScan_Group,114051,8000000,192000000,19,4,true,inial,false,false,false,true,90000000,false,false,1000,false,false,false,false,4,6,130,80,5,.9,.85,.2,.5,.7,900,.05,10,50,1,1,1536,1792,1408,4,true,false,BLOCK,252
13917,TableScan_Select,114051,8000000,192000000,1,4,true,inial,false,false,false,true,90000000,false,false,1000,false,false,false,false,4,6,130,80,5,.9,.85,.2,.5,.7,900,.05,10,50,1,1,1536,1792,1408,4,true,false,BLOCK,252
131.216,4
33055,TableScan_Join,7650000,8000000,320000000,6,2,true,none,true,true,false,false,40000000,false,false,600,false,true,true,false,8,6,120,80,15,1.0,.95,.4,.6,.5,1200,0,70,50,4,4,1920,1408,1664,2,false,false,RECORD,451
40498,TableScan_Join,33686779,8000000,320000000,6,2,true,none,true,true,false,false,40000000,false,false,600,false,true,true,false,8,6,120,80,15,1.0,.95,.4,.6,.5,1200,0,70,50,4,4,1920,1408,1664,2,false,false,RECORD,451
11772,TableScan_Group,114051,8000000,320000000,6,2,true,none,true,true,false,false,40000000,false,false,600,false,true,true,false,8,6,120,80,15,1.0,.95,.4,.6,.5,1200,0,70,50,4,4,1920,1408,1664,2,false,false,RECORD,451
9029,TableScan_Select,114051,8000000,320000000,1,2,true,none,true,true,false,false,40000000,false,false,600,false,true,true,false,8,6,120,80,15,1.0,.95,.4,.6,.5,1200,0,70,50,4,4,1920,1408,1664,2,false,false,RECORD,451
147.001,4
36794,TableScan_Join,7650000,8000000,256000000,7,2,false,none,false,false,false,false,30000000,true,true,700,true,false,false,false,8,12,110,80,20,.8,.80,.5,.5,.7,1200,.85,80,40,4,3,1920,1920,1152,2,false,false,RECORD,283
43805,TableScan_Join,33686779,8000000,256000000,7,2,false,none,false,false,false,false,30000000,true,true,700,true,false,false,false,8,12,110,80,20,.8,.80,.5,.5,.7,1200,.85,80,40,4,3,1920,1920,1152,2,false,false,RECORD,283
16939,TableScan_Group,301828,8000000,256000000,7,2,false,none,false,false,false,false,30000000,true,true,700,true,false,false,false,8,12,110,80,20,.8,.80,.5,.5,.7,1200,.85,80,40,4,3,1920,1920,1152,2,false,false,RECORD,283
13658,TableScan_Select,114051,8000000,256000000,1,2,false,none,false,false,false,false,30000000,true,true,700,true,false,false,false,8,12,110,80,20,.8,.80,.5,.5,.7,1200,.85,80,40,4,3,1920,1920,1152,2,false,false,RECORD,283
187.086,5
57556,TableScan_Join,3830000,4000000,384000000,5,3,false,ore,true,false,true,false,60000000,false,true,1000,false,false,true,false,10,2,150,40,5,.7,.50,.2,.9,.8,1000,0,90,50,1,3,1920,1280,2048,1,true,true,RECORD,538
53035,TableScan_Join,16846358,4000000,384000000,5,3,false,ore,true,false,true,false,60000000,false,true,1000,false,false,true,false,10,2,150,40,5,.7,.50,.2,.9,.8,1000,0,90,50,1,3,1920,1280,2048,1,true,true,RECORD,538
10770,TableScan_Group,150607,4000000,384000000,5,3,false,ore,true,false,true,false,60000000,false,true,1000,false,false,true,false,10,2,150,40,5,.7,.50,.2,.9,.8,1000,0,90,50,1,3,1920,1280,2048,1,true,true,RECORD,538
10310,TableScan_Group,117265,4000000,384000000,5,3,false,ore,true,false,true,false,60000000,false,true,1000,false,false,true,false,10,2,150,40,5,.7,.50,.2,.9,.8,1000,0,90,50,1,3,1920,1280,2048,1,true,true,RECORD,538
8952,TableScan_Select,57114,4000000,384000000,1,3,false,ore,true,false,true,false,60000000,false,true,1000,false,false,true,false,10,2,150,40,5,.7,.50,.2,.9,.8,1000,0,90,50,1,3,1920,1280,2048,1,true,true,RECORD,538
273.328,5
48582,TableScan_Join,19110000,20000000,448000000,24,1,true,none,false,true,true,false,80000000,false,true,500,false,true,true,false,10,12,150,20,15,.5,1.00,.4,.5,.1,1400,.65,60,40,1,4,1280,1536,1280,4,false,false,RECORD,316
95322,TableScan_Join,84260100,20000000,448000000,24,1,true,none,false,true,true,false,80000000,false,true,500,false,true,true,false,10,12,150,20,15,.5,1.00,.4,.5,.1,1400,.65,60,40,1,4,1280,1536,1280,4,false,false,RECORD,316
31275,TableScan_Group,284147,20000000,448000000,24,1,true,none,false,true,true,false,80000000,false,true,500,false,true,true,false,10,12,150,20,15,.5,1.00,.4,.5,.1,1400,.65,60,40,1,4,1280,1536,1280,4,false,false,RECORD,316
31067,TableScan_Group,284147,20000000,448000000,24,1,true,none,false,true,true,false,80000000,false,true,500,false,true,true,false,10,12,150,20,15,.5,1.00,.4,.5,.1,1400,.65,60,40,1,4,1280,1536,1280,4,false,false,RECORD,316
19820,TableScan_Select,284147,20000000,448000000,1,1,true,none,false,true,true,false,80000000,false,true,500,false,true,true,false,10,12,150,20,15,.5,1.00,.4,.5,.1,1400,.65,60,40,1,4,1280,1536,1280,4,false,false,RECORD,316
181.031,5
36555,TableScan_Join,7650000,8000000,128000000,11,4,false,inial,true,true,true,false,40000000,true,false,500,false,false,true,false,2,10,110,100,20,.9,.85,.5,.6,.7,1200,.95,50,50,3,3,1920,1536,1280,1,false,true,RECORD,925
45954,TableScan_Join,33686779,8000000,128000000,11,4,false,inial,true,true,true,false,40000000,true,false,500,false,false,true,false,2,10,110,100,20,.9,.85,.5,.6,.7,1200,.95,50,50,3,3,1920,1536,1280,1,false,true,RECORD,925
18956,TableScan_Group,301828,8000000,128000000,11,4,false,inial,true,true,true,false,40000000,true,false,500,false,false,true,false,2,10,110,100,20,.9,.85,.5,.6,.7,1200,.95,50,50,3,3,1920,1536,1280,1,false,true,RECORD,925
19896,TableScan_Group,268086,8000000,128000000,11,4,false,inial,true,true,true,false,40000000,true,false,500,false,false,true,false,2,10,110,100,20,.9,.85,.5,.6,.7,1200,.95,50,50,3,3,1920,1536,1280,1,false,true,RECORD,925
14630,TableScan_Select,114051,8000000,128000000,1,4,false,inial,true,true,true,false,40000000,true,false,500,false,false,true,false,2,10,110,100,20,.9,.85,.5,.6,.7,1200,.95,50,50,3,3,1920,1536,1280,1,false,true,RECORD,925
469.281,4
136939,TableScan_Join,38235000,40000000,512000000,9,2,true,inial,false,false,false,false,20000000,false,true,700,false,true,true,true,2,6,150,20,20,.7,.55,.4,.9,.9,1300,.70,80,50,2,2,1920,1024,2048,3,true,false,RECORD,607
262471,TableScan_Join,168560989,40000000,512000000,9,2,true,inial,false,false,false,false,20000000,false,true,700,false,true,true,true,2,6,150,20,20,.7,.55,.4,.9,.9,1300,.70,80,50,2,2,1920,1024,2048,3,true,false,RECORD,607
20717,TableScan_Group,566703,40000000,512000000,9,2,true,inial,false,false,false,false,20000000,false,true,700,false,true,true,true,2,6,150,20,20,.7,.55,.4,.9,.9,1300,.70,80,50,2,2,1920,1024,2048,3,true,false,RECORD,607
14832,TableScan_Select,566703,40000000,512000000,1,2,true,inial,false,false,false,false,20000000,false,true,700,false,true,true,true,2,6,150,20,20,.7,.55,.4,.9,.9,1300,.70,80,50,2,2,1920,1024,2048,3,true,false,RECORD,607
251.531,5
68005,TableScan_Join,3830000,4000000,192000000,25,3,true,inial,true,false,true,false,70000000,false,true,900,false,false,false,false,10,6,100,50,5,.7,.65,.5,.7,.5,1600,.80,40,60,3,1,1152,1408,1408,3,true,true,BLOCK,314
64298,TableScan_Join,16846358,4000000,192000000,25,3,true,inial,true,false,true,false,70000000,false,true,900,false,false,false,false,10,6,100,50,5,.7,.65,.5,.7,.5,1600,.80,40,60,3,1,1152,1408,1408,3,true,true,BLOCK,314
28024,TableScan_Group,57114,4000000,192000000,25,3,true,inial,true,false,true,false,70000000,false,true,900,false,false,false,false,10,6,100,50,5,.7,.65,.5,.7,.5,1600,.80,40,60,3,1,1152,1408,1408,3,true,true,BLOCK,314
27563,TableScan_Group,57114,4000000,192000000,25,3,true,inial,true,false,true,false,70000000,false,true,900,false,false,false,false,10,6,100,50,5,.7,.65,.5,.7,.5,1600,.80,40,60,3,1,1152,1408,1408,3,true,true,BLOCK,314
18881,TableScan_Select,57114,4000000,192000000,1,3,true,inial,true,false,true,false,70000000,false,true,900,false,false,false,false,10,6,100,50,5,.7,.65,.5,.7,.5,1600,.80,40,60,3,1,1152,1408,1408,3,true,true,BLOCK,314
189.447,5
30104,TableScan_Join,7650000,8000000,384000000,19,3,false,none,true,true,true,false,80000000,false,false,600,false,false,false,false,4,12,110,90,15,.7,.65,.5,.5,.2,1000,.30,100,40,2,2,1664,1536,1280,2,false,false,BLOCK,441
45060,TableScan_Join,33686779,8000000,384000000,19,3,false,none,true,true,true,false,80000000,false,false,600,false,false,false,false,4,12,110,90,15,.7,.65,.5,.5,.2,1000,.30,100,40,2,2,1664,1536,1280,2,false,false,BLOCK,441
25531,TableScan_Group,301828,8000000,384000000,19,3,false,none,true,true,true,false,80000000,false,false,600,false,false,false,false,4,12,110,90,15,.7,.65,.5,.5,.2,1000,.30,100,40,2,2,1664,1536,1280,2,false,false,BLOCK,441
24050,TableScan_Group,281764,8000000,384000000,19,3,false,none,true,true,true,false,80000000,false,false,600,false,false,false,false,4,12,110,90,15,.7,.65,.5,.5,.2,1000,.30,100,40,2,2,1664,1536,1280,2,false,false,BLOCK,441
15636,TableScan_Select,114051,8000000,384000000,1,3,false,none,true,true,true,false,80000000,false,false,600,false,false,false,false,4,12,110,90,15,.7,.65,.5,.5,.2,1000,.30,100,40,2,2,1664,1536,1280,2,false,false,BLOCK,441
485.809,4
101597,TableScan_Join,38235000,40000000,320000000,32,3,false,ore,false,false,false,true,40000000,true,true,600,false,true,true,true,12,10,120,90,10,.5,.95,.4,.6,0,1600,.60,40,40,4,1,1152,1280,1152,4,true,true,RECORD,978
289643,TableScan_Join,168560989,40000000,320000000,32,3,false,ore,false,false,false,true,40000000,true,true,600,false,true,true,true,12,10,120,90,10,.5,.95,.4,.6,0,1600,.60,40,40,4,1,1152,1280,1152,4,true,true,RECORD,978
36132,TableScan_Group,1499110,40000000,320000000,32,3,false,ore,false,false,false,true,40000000,true,true,600,false,true,true,true,12,10,120,90,10,.5,.95,.4,.6,0,1600,.60,40,40,4,1,1152,1280,1152,4,true,true,RECORD,978
20978,TableScan_Select,566703,40000000,320000000,1,3,false,ore,false,false,false,true,40000000,true,true,600,false,true,true,true,12,10,120,90,10,.5,.95,.4,.6,0,1600,.60,40,40,4,1,1152,1280,1152,4,true,true,RECORD,978
145.405,4
41049,TableScan_Join,3830000,4000000,320000000,3,3,false,ore,true,true,false,false,40000000,true,true,500,false,false,false,true,2,2,150,80,10,.8,.90,.3,.8,.3,1200,.85,40,40,4,2,1920,2048,1664,2,false,false,RECORD,827
40770,TableScan_Join,16846358,4000000,320000000,3,3,false,ore,true,true,false,false,40000000,true,true,500,false,false,false,true,2,2,150,80,10,.8,.90,.3,.8,.3,1200,.85,40,40,4,2,1920,2048,1664,2,false,false,RECORD,827
15022,TableScan_Group,150607,4000000,320000000,3,3,false,ore,true,true,false,false,40000000,true,true,500,false,false,false,true,2,2,150,80,10,.8,.90,.3,.8,.3,1200,.85,40,40,4,2,1920,2048,1664,2,false,false,RECORD,827
13732,TableScan_Select,57114,4000000,320000000,1,3,false,ore,true,true,false,false,40000000,true,true,500,false,false,false,true,2,2,150,80,10,.8,.90,.3,.8,.3,1200,.85,40,40,4,2,1920,2048,1664,2,false,false,RECORD,827
203.24,4
39770,TableScan_Join,19110000,20000000,192000000,16,1,false,inial,true,false,false,false,80000000,false,true,900,false,false,true,true,6,6,120,50,20,.5,.75,.5,.5,0,900,.25,100,60,1,4,1664,1664,1024,2,false,true,BLOCK,541
91891,TableScan_Join,84260100,20000000,192000000,16,1,false,inial,true,false,false,false,80000000,false,true,900,false,false,true,true,6,6,120,50,20,.5,.75,.5,.5,0,900,.25,100,60,1,4,1664,1664,1024,2,false,true,BLOCK,541
20651,TableScan_Group,751841,20000000,192000000,16,1,false,inial,true,false,false,false,80000000,false,true,900,false,false,true,true,6,6,120,50,20,.5,.75,.5,.5,0,900,.25,100,60,1,4,1664,1664,1024,2,false,true,BLOCK,541
14700,TableScan_Select,284147,20000000,192000000,1,1,false,inial,true,false,false,false,80000000,false,true,900,false,false,true,true,6,6,120,50,20,.5,.75,.5,.5,0,900,.25,100,60,1,4,1664,1664,1024,2,false,true,BLOCK,541
499.792,5
72757,TableScan_Join,38235000,40000000,192000000,16,1,false,inial,false,true,true,true,70000000,false,false,800,true,true,true,false,10,4,120,30,5,.6,.80,.5,.9,.4,1600,.15,80,50,4,1,1792,1024,1408,1,true,false,RECORD,593
318585,TableScan_Join,168560989,40000000,192000000,16,1,false,inial,false,true,true,true,70000000,false,false,800,true,true,true,false,10,4,120,30,5,.6,.80,.5,.9,.4,1600,.15,80,50,4,1,1792,1024,1408,1,true,false,RECORD,593
20982,TableScan_Group,1499110,40000000,192000000,16,1,false,inial,false,true,true,true,70000000,false,false,800,true,true,true,false,10,4,120,30,5,.6,.80,.5,.9,.4,1600,.15,80,50,4,1,1792,1024,1408,1,true,false,RECORD,593
23395,TableScan_Group,1381629,40000000,192000000,16,1,false,inial,false,true,true,true,70000000,false,false,800,true,true,true,false,10,4,120,30,5,.6,.80,.5,.9,.4,1600,.15,80,50,4,1,1792,1024,1408,1,true,false,RECORD,593
15895,TableScan_Select,566703,40000000,192000000,1,1,false,inial,false,true,true,true,70000000,false,false,800,true,true,true,false,10,4,120,30,5,.6,.80,.5,.9,.4,1600,.15,80,50,4,1,1792,1024,1408,1,true,false,RECORD,593
157.724,3
57180,TableScan_Join,3830000,4000000,128000000,4,4,false,none,true,true,false,false,50000000,true,false,600,false,false,true,true,4,10,110,30,20,.9,.70,.4,.6,.4,1800,.05,100,40,3,3,2048,1792,1408,3,true,false,BLOCK,498
52440,TableScan_Join,16846358,4000000,128000000,4,4,false,none,true,true,false,false,50000000,true,false,600,false,false,true,true,4,10,110,30,20,.9,.70,.4,.6,.4,1800,.05,100,40,3,3,2048,1792,1408,3,true,false,BLOCK,498
15903,TableScan_Group,150607,4000000,128000000,4,4,false,none,true,true,false,false,50000000,true,false,600,false,false,true,true,4,10,110,30,20,.9,.70,.4,.6,.4,1800,.05,100,40,3,3,2048,1792,1408,3,true,false,BLOCK,498
140.783,4
10622,TableScan_None,3670000,4000000,192000000,0,2,true,ore,false,false,false,true,70000000,false,false,1000,false,true,false,true,6,8,130,40,5,1.0,.70,.2,.6,.8,1600,.35,60,50,1,3,1408,1152,1536,1,false,false,RECORD,957
38854,TableScan_Join,16846358,4000000,192000000,3,2,true,ore,false,false,false,true,70000000,false,false,1000,false,true,false,true,6,8,130,40,5,1.0,.70,.2,.6,.8,1600,.35,60,50,1,3,1408,1152,1536,1,false,false,RECORD,957
14985,TableScan_Group,57114,4000000,192000000,3,2,true,ore,false,false,false,true,70000000,false,false,1000,false,true,false,true,6,8,130,40,5,1.0,.70,.2,.6,.8,1600,.35,60,50,1,3,1408,1152,1536,1,false,false,RECORD,957
12932,TableScan_Select,57114,4000000,192000000,1,2,true,ore,false,false,false,true,70000000,false,false,1000,false,true,false,true,6,8,130,40,5,1.0,.70,.2,.6,.8,1600,.35,60,50,1,3,1408,1152,1536,1,false,false,RECORD,957
235.622,4
65181,TableScan_Join,7650000,8000000,320000000,31,3,false,inial,true,true,false,false,50000000,true,true,700,false,false,true,false,8,12,100,80,10,.7,.70,.5,.9,.4,1800,.15,20,40,4,3,2048,2048,1280,4,true,true,BLOCK,514
84886,TableScan_Join,33686779,8000000,320000000,31,3,false,inial,true,true,false,false,50000000,true,true,700,false,false,true,false,8,12,100,80,10,.7,.70,.5,.9,.4,1800,.15,20,40,4,3,2048,2048,1280,4,true,true,BLOCK,514
30806,TableScan_Group,301828,8000000,320000000,31,3,false,inial,true,true,false,false,50000000,true,true,700,false,false,true,false,8,12,100,80,10,.7,.70,.5,.9,.4,1800,.15,20,40,4,3,2048,2048,1280,4,true,true,BLOCK,514
18127,TableScan_Select,114051,8000000,320000000,1,3,false,inial,true,true,false,false,50000000,true,true,700,false,false,true,false,8,12,100,80,10,.7,.70,.5,.9,.4,1800,.15,20,40,4,3,2048,2048,1280,4,true,true,BLOCK,514
153.178,4
13114,TableScan_None,3670000,4000000,256000000,0,4,true,none,false,true,false,true,60000000,false,false,500,true,false,false,true,10,8,120,10,5,.7,.85,.4,.9,.2,1600,.65,60,50,4,2,1280,1664,1280,4,false,false,BLOCK,310
49588,TableScan_Join,16846358,4000000,256000000,2,4,true,none,false,true,false,true,60000000,false,false,500,true,false,false,true,10,8,120,10,5,.7,.85,.4,.9,.2,1600,.65,60,50,4,2,1280,1664,1280,4,false,false,BLOCK,310
15424,TableScan_Group,57114,4000000,256000000,2,4,true,none,false,true,false,true,60000000,false,false,500,true,false,false,true,10,8,120,10,5,.7,.85,.4,.9,.2,1600,.65,60,50,4,2,1280,1664,1280,4,false,false,BLOCK,310
13139,TableScan_Select,57114,4000000,256000000,1,4,true,none,false,true,false,true,60000000,false,false,500,true,false,false,true,10,8,120,10,5,.7,.85,.4,.9,.2,1600,.65,60,50,4,2,1280,1664,1280,4,false,false,BLOCK,310
243.106,5
