q,d,d,d,q,d,q,d,d,d,d,d,d,q,q,q,q,q,d,d,d,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,d,d,d,q,q,q,q,d
8121,TableScan_None,25,8000000,256000000,0,3,false,inial,true,false,true,true,60000000,false,false,500,false,true,false,false,4,8,140,30,10,1.0,.50,.4,.5,.6,1700,.80,20,60,1,4,1408,1920,1024,3,true,true,RECORD,703
13689,TableScan_None,59986052,8000000,256000000,0,3,false,inial,true,false,true,true,60000000,false,false,500,false,true,false,false,4,8,140,30,10,1.0,.50,.4,.5,.6,1700,.80,20,60,1,4,1408,1920,1024,3,true,true,RECORD,703
11225,TableScan_None,100000,8000000,256000000,0,3,false,inial,true,false,true,true,60000000,false,false,500,false,true,false,false,4,8,140,30,10,1.0,.50,.4,.5,.6,1700,.80,20,60,1,4,1408,1920,1024,3,true,true,RECORD,703
13435,TableScan_None,4557513,8000000,256000000,0,3,false,inial,true,false,true,true,60000000,false,false,500,false,true,false,false,4,8,140,30,10,1.0,.50,.4,.5,.6,1700,.80,20,60,1,4,1408,1920,1024,3,true,true,RECORD,703
14929,TableScan_Join,910360,8000000,256000000,0,3,false,inial,true,false,true,true,60000000,false,false,500,false,true,false,false,4,8,140,30,10,1.0,.50,.4,.5,.6,1700,.80,20,60,1,4,1408,1920,1024,3,true,true,RECORD,703
8049,TableScan_Group,100000,8000000,256000000,0,3,false,inial,true,false,true,true,60000000,false,false,500,false,true,false,false,4,8,140,30,10,1.0,.50,.4,.5,.6,1700,.80,20,60,1,4,1408,1920,1024,3,true,true,RECORD,703
19788,TableScan_Group,23891,8000000,256000000,19,3,false,inial,true,false,true,true,60000000,false,false,500,false,true,false,false,4,8,140,30,10,1.0,.50,.4,.5,.6,1700,.80,20,60,1,4,1408,1920,1024,3,true,true,RECORD,703
22852,TableScan_Group,38,8000000,256000000,19,3,false,inial,true,false,true,true,60000000,false,false,500,false,true,false,false,4,8,140,30,10,1.0,.50,.4,.5,.6,1700,.80,20,60,1,4,1408,1920,1024,3,true,true,RECORD,703
15943,TableScan_Select,2,8000000,256000000,1,3,false,inial,true,false,true,true,60000000,false,false,500,false,true,false,false,4,8,140,30,10,1.0,.50,.4,.5,.6,1700,.80,20,60,1,4,1408,1920,1024,3,true,true,RECORD,703
375.963,10
143077,TableScan_Join,15180000,20000000,128000000,13,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
133699,TableScan_Join,154996355,20000000,128000000,13,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
7172,TableScan_None,250000,20000000,128000000,0,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
6855,TableScan_None,25,20000000,128000000,0,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
12829,TableScan_None,11394866,20000000,128000000,0,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
37441,TableScan_Join,2275933,20000000,128000000,0,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
8393,TableScan_Group,250000,20000000,128000000,0,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
17079,TableScan_Group,4,20000000,128000000,13,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
18081,TableScan_Group,4,20000000,128000000,13,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
12880,TableScan_Select,2,20000000,128000000,1,3,true,inial,true,false,true,true,40000000,false,true,900,true,true,false,true,8,6,100,100,15,.5,.85,.4,.5,.4,700,.20,40,50,4,1,1536,1152,1664,4,false,true,BLOCK,967
488.373,9
297903,TableScan_Join,310005811,40000000,128000000,24,4,true,inial,true,true,false,true,30000000,true,false,700,false,false,false,false,8,2,140,90,20,.8,1.00,.5,.7,.5,1500,.65,40,40,4,1,1792,1536,1280,4,false,false,RECORD,890
