q,d,d,d,q,d,q,d,d,d,d,d,d,q,q,q,q,q,d,d,d,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,d,d,d,q,q,q,q,d
15454,TableScan_Join,30,4000000,128000000,9,4,true,none,true,false,true,false,40000000,true,false,1000,true,true,true,false,8,10,140,20,15,1.0,.65,.2,.8,.1,2000,.45,90,50,1,4,1664,2048,1408,4,true,true,RECORD,480
20254,TableScan_Join,1900000,4000000,128000000,9,4,true,none,true,false,true,false,40000000,true,false,1000,true,true,true,false,8,10,140,20,15,1.0,.65,.2,.8,.1,2000,.45,90,50,1,4,1664,2048,1408,4,true,true,RECORD,480
16798,TableScan_Join,50005,4000000,128000000,9,4,true,none,true,false,true,false,40000000,true,false,1000,true,true,true,false,8,10,140,20,15,1.0,.65,.2,.8,.1,2000,.45,90,50,1,4,1664,2048,1408,4,true,true,RECORD,480
105566,TableScan_Join,31138688,4000000,128000000,9,4,true,none,true,false,true,false,40000000,true,false,1000,true,true,true,false,8,10,140,20,15,1.0,.65,.2,.8,.1,2000,.45,90,50,1,4,1664,2048,1408,4,true,true,RECORD,480
21319,TableScan_Join,4568516,4000000,128000000,9,4,true,none,true,false,true,false,40000000,true,false,1000,true,true,true,false,8,10,140,20,15,1.0,.65,.2,.8,.1,2000,.45,90,50,1,4,1664,2048,1408,4,true,true,RECORD,480
15928,TableScan_Group,45,4000000,128000000,9,4,true,none,true,false,true,false,40000000,true,false,1000,true,true,true,false,8,10,140,20,15,1.0,.65,.2,.8,.1,2000,.45,90,50,1,4,1664,2048,1408,4,true,true,RECORD,480
14991,TableScan_Group,27,4000000,128000000,9,4,true,none,true,false,true,false,40000000,true,false,1000,true,true,true,false,8,10,140,20,15,1.0,.65,.2,.8,.1,2000,.45,90,50,1,4,1664,2048,1408,4,true,true,RECORD,480
12841,TableScan_Select,5,4000000,128000000,1,4,true,none,true,false,true,false,40000000,true,false,1000,true,true,true,false,8,10,140,20,15,1.0,.65,.2,.8,.1,2000,.45,90,50,1,4,1664,2048,1408,4,true,true,RECORD,480
230.356,7
71005,TableScan_Join,62276052,8000000,128000000,25,1,true,ore,false,false,false,true,50000000,false,false,900,true,true,false,true,8,12,140,30,10,.8,1.00,.4,.8,.9,800,.95,90,60,4,2,1664,1152,1408,2,false,false,BLOCK,912
7953,TableScan_None,25,8000000,128000000,0,1,true,ore,false,false,false,true,50000000,false,false,900,true,true,false,true,8,12,140,30,10,.8,1.00,.4,.8,.9,800,.95,90,60,4,2,1664,1152,1408,2,false,false,BLOCK,912
10026,TableScan_None,100000,8000000,128000000,0,1,true,ore,false,false,false,true,50000000,false,false,900,true,true,false,true,8,12,140,30,10,.8,1.00,.4,.8,.9,800,.95,90,60,4,2,1664,1152,1408,2,false,false,BLOCK,912
19313,TableScan_None,9108027,8000000,128000000,0,1,true,ore,false,false,false,true,50000000,false,false,900,true,true,false,true,8,12,140,30,10,.8,1.00,.4,.8,.9,800,.95,90,60,4,2,1664,1152,1408,2,false,false,BLOCK,912
34148,TableScan_Join,3307285,8000000,128000000,25,1,true,ore,false,false,false,true,50000000,false,false,900,true,true,false,true,8,12,140,30,10,.8,1.00,.4,.8,.9,800,.95,90,60,4,2,1664,1152,1408,2,false,false,BLOCK,912
26946,TableScan_Group,125,8000000,128000000,25,1,true,ore,false,false,false,true,50000000,false,false,900,true,true,false,true,8,12,140,30,10,.8,1.00,.4,.8,.9,800,.95,90,60,4,2,1664,1152,1408,2,false,false,BLOCK,912
18903,TableScan_Select,5,8000000,128000000,1,1,true,ore,false,false,false,true,50000000,false,false,900,true,true,false,true,8,12,140,30,10,.8,1.00,.4,.8,.9,800,.95,90,60,4,2,1664,1152,1408,2,false,false,BLOCK,912
351.762,5
66340,TableScan_Join,62276052,8000000,384000000,29,4,false,inial,false,true,false,true,100000000,false,false,600,false,false,true,false,10,8,120,40,5,.6,.55,.5,.6,.8,1000,.10,60,40,3,2,1024,1664,1536,2,false,true,BLOCK,555
18727,TableScan_None,9108027,8000000,384000000,0,4,false,inial,false,true,false,true,100000000,false,false,600,false,false,true,false,10,8,120,40,5,.6,.55,.5,.6,.8,1000,.10,60,40,3,2,1024,1664,1536,2,false,true,BLOCK,555
36707,TableScan_Join,3307285,8000000,384000000,29,4,false,inial,false,true,false,true,100000000,false,false,600,false,false,true,false,10,8,120,40,5,.6,.55,.5,.6,.8,1000,.10,60,40,3,2,1024,1664,1536,2,false,true,BLOCK,555
28297,TableScan_Group,72433,8000000,384000000,29,4,false,inial,false,true,false,true,100000000,false,false,600,false,false,true,false,10,8,120,40,5,.6,.55,.5,.6,.8,1000,.10,60,40,3,2,1024,1664,1536,2,false,true,BLOCK,555
16324,TableScan_Select,5,8000000,384000000,1,4,false,inial,false,true,false,true,100000000,false,false,600,false,false,true,false,10,8,120,40,5,.6,.55,.5,.6,.8,1000,.10,60,40,3,2,1024,1664,1536,2,false,true,BLOCK,555
238.041,7
100537,TableScan_Join,62276052,8000000,512000000,3,1,false,inial,false,false,false,false,50000000,false,false,600,false,false,false,true,10,12,140,70,10,.7,.90,.4,.9,.8,600,.90,30,40,3,1,1280,1664,1792,3,false,true,BLOCK,732
15713,TableScan_Join,30,8000000,512000000,3,1,false,inial,false,false,false,false,50000000,false,false,600,false,false,false,true,10,12,140,70,10,.7,.90,.4,.9,.8,600,.90,30,40,3,1,1280,1664,1792,3,false,true,BLOCK,732
21181,TableScan_Join,100005,8000000,512000000,3,1,false,inial,false,false,false,false,50000000,false,false,600,false,false,false,true,10,12,140,70,10,.7,.90,.4,.9,.8,600,.90,30,40,3,1,1280,1664,1792,3,false,true,BLOCK,732
41370,TableScan_Join,9127864,8000000,512000000,3,1,false,inial,false,false,false,false,50000000,false,false,600,false,false,false,true,10,12,140,70,10,.7,.90,.4,.9,.8,600,.90,30,40,3,1,1280,1664,1792,3,false,true,BLOCK,732
21493,TableScan_Join,3307285,8000000,512000000,3,1,false,inial,false,false,false,false,50000000,false,false,600,false,false,false,true,10,12,140,70,10,.7,.90,.4,.9,.8,600,.90,30,40,3,1,1280,1664,1792,3,false,true,BLOCK,732
13225,TableScan_Group,72433,8000000,512000000,3,1,false,inial,false,false,false,false,50000000,false,false,600,false,false,false,true,10,12,140,70,10,.7,.90,.4,.9,.8,600,.90,30,40,3,1,1280,1664,1792,3,false,true,BLOCK,732
12666,TableScan_Select,5,8000000,512000000,1,1,false,inial,false,false,false,false,50000000,false,false,600,false,false,false,true,10,12,140,70,10,.7,.90,.4,.9,.8,600,.90,30,40,3,1,1280,1664,1792,3,false,true,BLOCK,732
277.875,8
19042,TableScan_Join,30,4000000,384000000,16,3,false,none,true,true,true,false,80000000,true,false,500,true,true,true,false,8,12,130,30,5,1.0,1.00,.4,.5,0,1800,.30,90,40,2,4,1280,1920,1408,3,true,true,RECORD,461
26465,TableScan_Join,1900000,4000000,384000000,16,3,false,none,true,true,true,false,80000000,true,false,500,true,true,true,false,8,12,130,30,5,1.0,1.00,.4,.5,0,1800,.30,90,40,2,4,1280,1920,1408,3,true,true,RECORD,461
21285,TableScan_Join,50005,4000000,384000000,16,3,false,none,true,true,true,false,80000000,true,false,500,true,true,true,false,8,12,130,30,5,1.0,1.00,.4,.5,0,1800,.30,90,40,2,4,1280,1920,1408,3,true,true,RECORD,461
109427,TableScan_Join,31138688,4000000,384000000,16,3,false,none,true,true,true,false,80000000,true,false,500,true,true,true,false,8,12,130,30,5,1.0,1.00,.4,.5,0,1800,.30,90,40,2,4,1280,1920,1408,3,true,true,RECORD,461
27525,TableScan_Join,4568516,4000000,384000000,16,3,false,none,true,true,true,false,80000000,true,false,500,true,true,true,false,8,12,130,30,5,1.0,1.00,.4,.5,0,1800,.30,90,40,2,4,1280,1920,1408,3,true,true,RECORD,461
19335,TableScan_Group,36040,4000000,384000000,16,3,false,none,true,true,true,false,80000000,true,false,500,true,true,true,false,8,12,130,30,5,1.0,1.00,.4,.5,0,1800,.30,90,40,2,4,1280,1920,1408,3,true,true,RECORD,461
19637,TableScan_Group,80,4000000,384000000,16,3,false,none,true,true,true,false,80000000,true,false,500,true,true,true,false,8,12,130,30,5,1.0,1.00,.4,.5,0,1800,.30,90,40,2,4,1280,1920,1408,3,true,true,RECORD,461
13904,TableScan_Select,5,4000000,384000000,1,3,false,none,true,true,true,false,80000000,true,false,500,true,true,true,false,8,12,130,30,5,1.0,1.00,.4,.5,0,1800,.30,90,40,2,4,1280,1920,1408,3,true,true,RECORD,461
374.085,6
64719,TableScan_Join,30,20000000,384000000,3,1,false,none,true,true,false,false,60000000,false,false,900,false,false,true,false,12,6,150,10,10,.7,1.00,.5,.6,.4,1500,.35,20,50,4,1,1664,2048,1408,1,false,false,BLOCK,869
232561,TableScan_Join,155736355,20000000,384000000,3,1,false,none,true,true,false,false,60000000,false,false,900,false,false,true,false,12,6,150,10,10,.7,1.00,.5,.6,.4,1500,.35,20,50,4,1,1664,2048,1408,1,false,false,BLOCK,869
17983,TableScan_Join,250005,20000000,384000000,3,1,false,none,true,true,false,false,60000000,false,false,900,false,false,true,false,12,6,150,10,10,.7,1.00,.5,.6,.4,1500,.35,20,50,4,1,1664,2048,1408,1,false,false,BLOCK,869
49569,TableScan_Join,22804494,20000000,384000000,3,1,false,none,true,true,false,false,60000000,false,false,900,false,false,true,false,12,6,150,10,10,.7,1.00,.5,.6,.4,1500,.35,20,50,4,1,1664,2048,1408,1,false,false,BLOCK,869
32763,TableScan_Join,8276605,20000000,384000000,3,1,false,none,true,true,false,false,60000000,false,false,900,false,false,true,false,12,6,150,10,10,.7,1.00,.5,.6,.4,1500,.35,20,50,4,1,1664,2048,1408,1,false,false,BLOCK,869
13179,TableScan_Group,181078,20000000,384000000,3,1,false,none,true,true,false,false,60000000,false,false,900,false,false,true,false,12,6,150,10,10,.7,1.00,.5,.6,.4,1500,.35,20,50,4,1,1664,2048,1408,1,false,false,BLOCK,869
423.76,5
264345,TableScan_Join,155736355,20000000,384000000,8,4,false,inial,false,false,false,true,20000000,false,true,600,false,true,true,true,12,2,100,80,10,.8,.90,.5,.8,.4,800,.25,70,60,1,3,1280,1792,1408,2,true,true,RECORD,848
30635,TableScan_None,22754762,20000000,384000000,0,4,false,inial,false,false,false,true,20000000,false,true,600,false,true,true,true,12,2,100,80,10,.8,.90,.5,.8,.4,800,.25,70,60,1,3,1280,1792,1408,2,true,true,RECORD,848
43469,TableScan_Join,8276605,20000000,384000000,8,4,false,inial,false,false,false,true,20000000,false,true,600,false,true,true,true,12,2,100,80,10,.8,.90,.5,.8,.4,800,.25,70,60,1,3,1280,1792,1408,2,true,true,RECORD,848
15292,TableScan_Group,181078,20000000,384000000,8,4,false,inial,false,false,false,true,20000000,false,true,600,false,true,true,true,12,2,100,80,10,.8,.90,.5,.8,.4,800,.25,70,60,1,3,1280,1792,1408,2,true,true,RECORD,848
11886,TableScan_Select,5,20000000,384000000,1,4,false,inial,false,false,false,true,20000000,false,true,600,false,true,true,true,12,2,100,80,10,.8,.90,.5,.8,.4,800,.25,70,60,1,3,1280,1792,1408,2,true,true,RECORD,848
307.689,5
12921,TableScan_None,1150000,4000000,448000000,0,3,false,inial,false,false,false,true,90000000,false,false,700,false,false,true,false,4,4,140,90,10,.7,.80,.2,.7,.3,600,.30,60,50,1,3,1152,1536,1024,4,true,false,RECORD,1000
146378,TableScan_None,29999795,4000000,448000000,0,3,false,inial,false,false,false,true,90000000,false,false,700,false,false,true,false,4,4,140,90,10,.7,.80,.2,.7,.3,600,.30,60,50,1,3,1152,1536,1024,4,true,false,RECORD,1000
11004,TableScan_Group,4558609,4000000,448000000,0,3,false,inial,false,false,false,true,90000000,false,false,700,false,false,true,false,4,4,140,90,10,.7,.80,.2,.7,.3,600,.30,60,50,1,3,1152,1536,1024,4,true,false,RECORD,1000
24283,TableScan_Group,36040,4000000,448000000,32,3,false,inial,false,false,false,true,90000000,false,false,700,false,false,true,false,4,4,140,90,10,.7,.80,.2,.7,.3,600,.30,60,50,1,3,1152,1536,1024,4,true,false,RECORD,1000
17187,TableScan_Select,5,4000000,448000000,1,3,false,inial,false,false,false,true,90000000,false,false,700,false,false,true,false,4,4,140,90,10,.7,.80,.2,.7,.3,600,.30,60,50,1,3,1152,1536,1024,4,true,false,RECORD,1000
851.991,7
20629,TableScan_Join,30,40000000,320000000,7,2,true,inial,false,true,false,false,80000000,false,true,800,true,true,true,false,2,2,150,100,20,.9,.60,.4,.7,.9,1900,.60,90,60,2,2,1280,1408,1408,1,true,false,BLOCK,935
58874,TableScan_Join,18950000,40000000,320000000,7,2,true,inial,false,true,false,false,80000000,false,true,800,true,true,true,false,2,2,150,100,20,.9,.60,.4,.7,.9,1900,.60,90,60,2,2,1280,1408,1408,1,true,false,BLOCK,935
16361,TableScan_Join,500005,40000000,320000000,7,2,true,inial,false,true,false,false,80000000,false,true,800,true,true,true,false,2,2,150,100,20,.9,.60,.4,.7,.9,1900,.60,90,60,2,2,1280,1408,1408,1,true,false,BLOCK,935
575672,TableScan_Join,311379090,40000000,320000000,7,2,true,inial,false,true,false,false,80000000,false,true,800,true,true,true,false,2,2,150,100,20,.9,.60,.4,.7,.9,1900,.60,90,60,2,2,1280,1408,1408,1,true,false,BLOCK,935
145998,TableScan_Join,45595917,40000000,320000000,7,2,true,inial,false,true,false,false,80000000,false,true,800,true,true,true,false,2,2,150,100,20,.9,.60,.4,.7,.9,1900,.60,90,60,2,2,1280,1408,1408,1,true,false,BLOCK,935
14115,TableScan_Group,35,40000000,320000000,7,2,true,inial,false,true,false,false,80000000,false,true,800,true,true,true,false,2,2,150,100,20,.9,.60,.4,.7,.9,1900,.60,90,60,2,2,1280,1408,1408,1,true,false,BLOCK,935
13084,TableScan_Select,5,40000000,320000000,1,2,true,inial,false,true,false,false,80000000,false,true,800,true,true,true,false,2,2,150,100,20,.9,.60,.4,.7,.9,1900,.60,90,60,2,2,1280,1408,1408,1,true,false,BLOCK,935
328.821,8
6796,TableScan_None,25,4000000,320000000,0,2,false,none,false,true,true,true,50000000,true,false,600,false,false,false,true,2,2,130,70,15,1.0,.95,.2,.5,.3,700,1.00,40,60,2,2,1920,1152,1152,4,false,false,RECORD,354
13089,TableScan_None,1150000,4000000,320000000,0,2,false,none,false,true,true,true,50000000,true,false,600,false,false,false,true,2,2,130,70,15,1.0,.95,.2,.5,.3,700,1.00,40,60,2,2,1920,1152,1152,4,false,false,RECORD,354
7183,TableScan_None,50000,4000000,320000000,0,2,false,none,false,true,true,true,50000000,true,false,600,false,false,false,true,2,2,130,70,15,1.0,.95,.2,.5,.3,700,1.00,40,60,2,2,1920,1152,1152,4,false,false,RECORD,354
147958,TableScan_None,29999795,4000000,320000000,0,2,false,none,false,true,true,true,50000000,true,false,600,false,false,false,true,2,2,130,70,15,1.0,.95,.2,.5,.3,700,1.00,40,60,2,2,1920,1152,1152,4,false,false,RECORD,354
10872,TableScan_Group,4558609,4000000,320000000,0,2,false,none,false,true,true,true,50000000,true,false,600,false,false,false,true,2,2,130,70,15,1.0,.95,.2,.5,.3,700,1.00,40,60,2,2,1920,1152,1152,4,false,false,RECORD,354
17168,TableScan_Group,36040,4000000,320000000,12,2,false,none,false,true,true,true,50000000,true,false,600,false,false,false,true,2,2,130,70,15,1.0,.95,.2,.5,.3,700,1.00,40,60,2,2,1920,1152,1152,4,false,false,RECORD,354
16883,TableScan_Group,60,4000000,320000000,12,2,false,none,false,true,true,true,50000000,true,false,600,false,false,false,true,2,2,130,70,15,1.0,.95,.2,.5,.3,700,1.00,40,60,2,2,1920,1152,1152,4,false,false,RECORD,354
13940,TableScan_Select,5,4000000,320000000,1,2,false,none,false,true,true,true,50000000,true,false,600,false,false,false,true,2,2,130,70,15,1.0,.95,.2,.5,.3,700,1.00,40,60,2,2,1920,1152,1152,4,false,false,RECORD,354
271.952,8
75589,TableScan_Join,62276052,8000000,128000000,23,2,false,ore,true,false,true,false,40000000,true,false,500,false,true,false,false,4,12,130,70,5,.9,.75,.3,.8,.8,600,.25,40,40,3,4,1536,1152,1024,4,false,true,BLOCK,378
30586,TableScan_Join,30,8000000,128000000,23,2,false,ore,true,false,true,false,40000000,true,false,500,false,true,false,false,4,12,130,70,5,.9,.75,.3,.8,.8,600,.25,40,40,3,4,1536,1152,1024,4,false,true,BLOCK,378
44090,TableScan_Join,100005,8000000,128000000,23,2,false,ore,true,false,true,false,40000000,true,false,500,false,true,false,false,4,12,130,70,5,.9,.75,.3,.8,.8,600,.25,40,40,3,4,1536,1152,1024,4,false,true,BLOCK,378
39332,TableScan_Join,9127864,8000000,128000000,23,2,false,ore,true,false,true,false,40000000,true,false,500,false,true,false,false,4,12,130,70,5,.9,.75,.3,.8,.8,600,.25,40,40,3,4,1536,1152,1024,4,false,true,BLOCK,378
28635,TableScan_Join,3307285,8000000,128000000,23,2,false,ore,true,false,true,false,40000000,true,false,500,false,true,false,false,4,12,130,70,5,.9,.75,.3,.8,.8,600,.25,40,40,3,4,1536,1152,1024,4,false,true,BLOCK,378
25324,TableScan_Group,72433,8000000,128000000,23,2,false,ore,true,false,true,false,40000000,true,false,500,false,true,false,false,4,12,130,70,5,.9,.75,.3,.8,.8,600,.25,40,40,3,4,1536,1152,1024,4,false,true,BLOCK,378
22135,TableScan_Group,115,8000000,128000000,23,2,false,ore,true,false,true,false,40000000,true,false,500,false,true,false,false,4,12,130,70,5,.9,.75,.3,.8,.8,600,.25,40,40,3,4,1536,1152,1024,4,false,true,BLOCK,378
15915,TableScan_Select,5,8000000,128000000,1,2,false,ore,true,false,true,false,40000000,true,false,500,false,true,false,false,4,12,130,70,5,.9,.75,.3,.8,.8,600,.25,40,40,3,4,1536,1152,1024,4,false,true,BLOCK,378
1660.484,7
72775,TableScan_Join,18950000,40000000,384000000,1,2,false,ore,true,true,false,true,40000000,false,true,900,false,true,false,false,4,6,120,80,20,.8,.95,.4,.5,.4,1600,.20,90,50,1,4,1280,1792,1920,2,false,true,BLOCK,658
7547,TableScan_None,25,40000000,384000000,0,2,false,ore,true,true,false,true,40000000,false,true,900,false,true,false,false,4,6,120,80,20,.8,.95,.4,.5,.4,1600,.20,90,50,1,4,1280,1792,1920,2,false,true,BLOCK,658
8434,TableScan_None,500000,40000000,384000000,0,2,false,ore,true,true,false,true,40000000,false,true,900,false,true,false,false,4,6,120,80,20,.8,.95,.4,.5,.4,1600,.20,90,50,1,4,1280,1792,1920,2,false,true,BLOCK,658
1441706,TableScan_Join,311379090,40000000,384000000,1,2,false,ore,true,true,false,true,40000000,false,true,900,false,true,false,false,4,6,120,80,20,.8,.95,.4,.5,.4,1600,.20,90,50,1,4,1280,1792,1920,2,false,true,BLOCK,658
60526,TableScan_Group,45496351,40000000,384000000,0,2,false,ore,true,true,false,true,40000000,false,true,900,false,true,false,false,4,6,120,80,20,.8,.95,.4,.5,.4,1600,.20,90,50,1,4,1280,1792,1920,2,false,true,BLOCK,658
16147,TableScan_Group,362844,40000000,384000000,1,2,false,ore,true,true,false,true,40000000,false,true,900,false,true,false,false,4,6,120,80,20,.8,.95,.4,.5,.4,1600,.20,90,50,1,4,1280,1792,1920,2,false,true,BLOCK,658
12882,TableScan_Select,5,40000000,384000000,1,2,false,ore,true,true,false,true,40000000,false,true,900,false,true,false,false,4,6,120,80,20,.8,.95,.4,.5,.4,1600,.20,90,50,1,4,1280,1792,1920,2,false,true,BLOCK,658
356.165,7
69340,TableScan_Join,30,20000000,192000000,29,3,true,none,false,false,false,false,100000000,false,false,1000,false,true,false,true,10,4,100,50,20,.6,.95,.4,.5,.6,2000,.40,70,40,3,2,1408,1792,1408,3,false,true,BLOCK,947
142453,TableScan_Join,155736355,20000000,192000000,29,3,true,none,false,false,false,false,100000000,false,false,1000,false,true,false,true,10,4,100,50,20,.6,.95,.4,.5,.6,2000,.40,70,40,3,2,1408,1792,1408,3,false,true,BLOCK,947
35039,TableScan_Join,250005,20000000,192000000,29,3,true,none,false,false,false,false,100000000,false,false,1000,false,true,false,true,10,4,100,50,20,.6,.95,.4,.5,.6,2000,.40,70,40,3,2,1408,1792,1408,3,false,true,BLOCK,947
56707,TableScan_Join,22804494,20000000,192000000,29,3,true,none,false,false,false,false,100000000,false,false,1000,false,true,false,true,10,4,100,50,20,.6,.95,.4,.5,.6,2000,.40,70,40,3,2,1408,1792,1408,3,false,true,BLOCK,947
43926,TableScan_Join,8276605,20000000,192000000,29,3,true,none,false,false,false,false,100000000,false,false,1000,false,true,false,true,10,4,100,50,20,.6,.95,.4,.5,.6,2000,.40,70,40,3,2,1408,1792,1408,3,false,true,BLOCK,947
26518,TableScan_Group,145,20000000,192000000,29,3,true,none,false,false,false,false,100000000,false,false,1000,false,true,false,true,10,4,100,50,20,.6,.95,.4,.5,.6,2000,.40,70,40,3,2,1408,1792,1408,3,false,true,BLOCK,947
16970,TableScan_Select,5,20000000,192000000,1,3,true,none,false,false,false,false,100000000,false,false,1000,false,true,false,true,10,4,100,50,20,.6,.95,.4,.5,.6,2000,.40,70,40,3,2,1408,1792,1408,3,false,true,BLOCK,947
241.175,6
114266,TableScan_Join,62276052,8000000,320000000,10,4,false,inial,true,true,false,true,60000000,false,true,1000,true,true,false,false,2,10,100,70,5,.5,.65,.3,.5,.7,1200,.10,80,60,1,4,1408,1536,1024,2,true,false,RECORD,923
10092,TableScan_None,25,8000000,320000000,0,4,false,inial,true,true,false,true,60000000,false,true,1000,true,true,false,false,2,10,100,70,5,.5,.65,.3,.5,.7,1200,.10,80,60,1,4,1408,1536,1024,2,true,false,RECORD,923
15945,TableScan_None,9108027,8000000,320000000,0,4,false,inial,true,true,false,true,60000000,false,true,1000,true,true,false,false,2,10,100,70,5,.5,.65,.3,.5,.7,1200,.10,80,60,1,4,1408,1536,1024,2,true,false,RECORD,923
24811,TableScan_Join,3307285,8000000,320000000,10,4,false,inial,true,true,false,true,60000000,false,true,1000,true,true,false,false,2,10,100,70,5,.5,.65,.3,.5,.7,1200,.10,80,60,1,4,1408,1536,1024,2,true,false,RECORD,923
16021,TableScan_Group,72433,8000000,320000000,10,4,false,inial,true,true,false,true,60000000,false,true,1000,true,true,false,false,2,10,100,70,5,.5,.65,.3,.5,.7,1200,.10,80,60,1,4,1408,1536,1024,2,true,false,RECORD,923
12762,TableScan_Select,5,8000000,320000000,1,4,false,inial,true,true,false,true,60000000,false,true,1000,true,true,false,false,2,10,100,70,5,.5,.65,.3,.5,.7,1200,.10,80,60,1,4,1408,1536,1024,2,true,false,RECORD,923
176.277,8
16116,TableScan_Join,1900000,4000000,192000000,6,1,false,none,false,false,true,false,30000000,true,false,500,false,false,false,true,6,12,100,70,5,.5,1.00,.3,.9,.7,700,0,90,40,1,3,1536,1536,1792,4,false,true,BLOCK,821
10633,TableScan_Join,30,4000000,192000000,6,1,false,none,false,false,true,false,30000000,true,false,500,false,false,false,true,6,12,100,70,5,.5,1.00,.3,.9,.7,700,0,90,40,1,3,1536,1536,1792,4,false,true,BLOCK,821
13113,TableScan_Join,50005,4000000,192000000,6,1,false,none,false,false,true,false,30000000,true,false,500,false,false,false,true,6,12,100,70,5,.5,1.00,.3,.9,.7,700,0,90,40,1,3,1536,1536,1792,4,false,true,BLOCK,821
54795,TableScan_Join,31138688,4000000,192000000,6,1,false,none,false,false,true,false,30000000,true,false,500,false,false,false,true,6,12,100,70,5,.5,1.00,.3,.9,.7,700,0,90,40,1,3,1536,1536,1792,4,false,true,BLOCK,821
19867,TableScan_Join,4568516,4000000,192000000,6,1,false,none,false,false,true,false,30000000,true,false,500,false,false,false,true,6,12,100,70,5,.5,1.00,.3,.9,.7,700,0,90,40,1,3,1536,1536,1792,4,false,true,BLOCK,821
