TableScan_M,30,4865
TableScan_M,5000000,15922
TableScan_M,30,4661
TableScan_M,50005,4391
TableScan_M,4009998,12264
TableScan_M,65920,5902
TableScan_M,1799840,8702
TableScan_M,606703,6175
TableScan_M,2347,3919
TableScan_M,2342,3917
TableScan_M,30,6589
TableScan_M,10000000,20159
TableScan_M,30,4540
TableScan_M,100005,4674
TableScan_M,8020033,14645
TableScan_M,131444,5633
TableScan_M,3602640,9998
TableScan_M,1214542,8297
TableScan_M,4677,4024
TableScan_M,4672,3669
TableScan_M,25000000,30902
TableScan_M,30,4544
TableScan_M,30,4768
TableScan_M,250005,4839
TableScan_M,20049996,26456
TableScan_M,329704,6060
TableScan_M,8999680,13474
TableScan_M,3030536,13882
TableScan_M,11591,4201
TableScan_M,11585,4115
TableScan_M,50000000,33978
TableScan_M,30,5719
TableScan_M,30,5717
TableScan_M,500005,7259
TableScan_M,40100324,29989
TableScan_M,659084,9142
TableScan_M,18025920,14689
TableScan_M,6078593,16881
TableScan_M,23500,3778
TableScan_M,23495,4307
TableScan_M,5000000,15917
TableScan_M,30,4800
TableScan_M,30,4841
TableScan_M,50005,4190
TableScan_M,4009998,12463
TableScan_M,65920,4972
TableScan_M,1799840,8616
TableScan_M,590783,6282
TableScan_M,606703,6160
TableScan_M,2347,3500
TableScan_M,2342,4006
TableScan_M,30,5525
TableScan_M,10000000,18064
TableScan_M,30,4137
TableScan_M,100005,4367
TableScan_M,8020033,14416
TableScan_M,131444,5199
TableScan_M,3602640,9738
TableScan_M,1183098,7795
TableScan_M,1214542,7811
TableScan_M,4677,3935
TableScan_M,4672,3846
TableScan_M,30,4411
TableScan_M,25000000,31379
TableScan_M,30,4791
TableScan_M,250005,5003
TableScan_M,20049996,26217
TableScan_M,329704,5441
TableScan_M,8999680,12500
TableScan_M,2950832,12052
TableScan_M,3030536,13567
TableScan_M,11591,4058
TableScan_M,11585,4244
TableScan_M,30,5848
TableScan_M,50000000,34184
TableScan_M,30,7739
TableScan_M,500005,6753
TableScan_M,40100324,31643
TableScan_M,659084,8302
TableScan_M,18025920,14539
TableScan_M,5919509,19921
TableScan_M,6078593,17747
TableScan_M,23500,3674
TableScan_M,23495,4367
TableScan_M,30,4670
TableScan_M,5000000,15719
TableScan_M,30,4753
TableScan_M,50005,4406
TableScan_M,4009998,12121
TableScan_M,65920,5283
TableScan_M,1799840,8159
TableScan_M,590783,6681
TableScan_M,590783,6116
TableScan_M,606703,6322
TableScan_M,2347,3886
TableScan_M,2342,3843
TableScan_M,30,4866
TableScan_M,30,5556
TableScan_M,10000000,18399
TableScan_M,100005,4872
TableScan_M,8020033,15428
TableScan_M,131444,7870
TableScan_M,3602640,9876
TableScan_M,1183098,7834
TableScan_M,1183098,7659
TableScan_M,1214542,7691
TableScan_M,4677,3922
TableScan_M,4672,4029
TableScan_M,30,4268
TableScan_M,25000000,31743
TableScan_M,30,4901
TableScan_M,250005,4838
TableScan_M,20049996,27787
TableScan_M,329704,6322
TableScan_M,8999680,12893
TableScan_M,2950832,12800
TableScan_M,2950832,11956
TableScan_M,3030536,13610
TableScan_M,11591,4094
TableScan_M,11585,4058
TableScan_M,30,6198
TableScan_M,50000000,32811
TableScan_M,30,5664
TableScan_M,500005,5333
TableScan_M,40100324,30870
TableScan_M,659084,7936
TableScan_M,18025920,14508
TableScan_M,5919509,19904
TableScan_M,5919509,19818
TableScan_M,6078593,18652
TableScan_M,23500,4178
TableScan_M,23495,4475
TableScan_M,4000000,8866
TableScan_M,25,4592
TableScan_M,25,4436
TableScan_M,50000,4815
TableScan_M,50000,5224
TableScan_M,4000000,9658
TableScan_M,1799840,8081
TableScan_M,590783,5538
TableScan_M,2342,3988
TableScan_M,2342,4063
TableScan_M,10000000,17832
TableScan_M,25,3846
TableScan_M,25,4278
TableScan_M,100000,5169
TableScan_M,100000,5494
TableScan_M,8000000,9760
TableScan_M,3602640,10380
TableScan_M,1183098,6738
TableScan_M,4672,4280
TableScan_M,4672,4022
TableScan_M,25000000,30967
TableScan_M,25,4031
TableScan_M,25,4337
TableScan_M,250000,4701
TableScan_M,20000000,12088
TableScan_M,250000,6053
TableScan_M,8999680,13987
TableScan_M,2950832,9457
TableScan_M,11586,4221
TableScan_M,11585,4256
TableScan_M,50000000,31650
TableScan_M,25,4255
TableScan_M,25,4561
TableScan_M,500000,6094
TableScan_M,40000000,11971
TableScan_M,500000,7075
TableScan_M,18025920,15583
TableScan_M,6078593,16885
TableScan_M,23495,4452
TableScan_M,23495,4413
TableScan_M,4000000,8553
TableScan_M,25,4658
TableScan_M,25,4201
TableScan_M,50000,5310
TableScan_M,1000000,8964
TableScan_M,590783,6505
TableScan_M,590783,6353
TableScan_M,590783,5510
TableScan_M,2342,4102
TableScan_M,2342,4089
TableScan_M,10000000,18886
TableScan_M,25,3907
TableScan_M,25,3971
TableScan_M,100000,5471
TableScan_M,3602640,10415
TableScan_M,1183098,7800
TableScan_M,1183098,7603
TableScan_M,1183098,6456
TableScan_M,4672,4247
TableScan_M,4672,3565
TableScan_M,25000000,31278
TableScan_M,25,3982
TableScan_M,25,4171
TableScan_M,250000,6391
TableScan_M,8999680,14595
TableScan_M,2950832,12905
TableScan_M,2950832,11997
TableScan_M,2950832,9615
TableScan_M,11586,3970
TableScan_M,11585,4335
TableScan_M,50000000,31805
TableScan_M,25,4764
TableScan_M,25,4384
TableScan_M,500000,8927
TableScan_M,18025920,15453
TableScan_M,5919509,20097
TableScan_M,5919509,19660
TableScan_M,6078593,18084
TableScan_M,23495,4488
TableScan_M,23495,4214
